"ID";"zh"
"Diplomacy.InvalidOffer.War._multiplayer_team.Neutral#4";"看來你的王朝在統治王國方面還是個新手，那我就慢慢向你解釋：{plr_kingdom}和{kingdom}永遠不能互相爭鬥，因為我們的人民為同一目的而戰鬥。我們是手足。"
"Diplomacy.InvalidOffer.War._multiplayer_team.Neutral#5";"你能不能別浪費時間了，幫我一下好嗎？我們一起為同一目的而戰，永遠不會兵戎相見。"
"Diplomacy.InvalidOffer.War._allies_in_war.Neutral";"你瘋了嗎，{plr_kingdom.king}，你這個背後捅刀子的卑鄙小人？我們已經是戰爭中的盟友了：我們不能在並肩戰鬥的同時互相攻擊。"
"Diplomacy.InvalidOffer.War._allies_in_war.Neutral#2";"真的嗎？如果你想攻擊我們，為什麼我們還要在戰爭中並肩作戰？那你必須先打破我們的聯盟，你這頭骯髒的豬，{plr_kingdom.king}。"
"Diplomacy.InvalidOffer.War._allies_in_war.Neutral#3";"我還能指望你什麼？零。這就是你的價值。如果你夠膽，大可以打破聯盟然後向我們宣戰。但記住：全世界都在看著呢。"
"Diplomacy.InvalidOffer.War._allies_in_war.Neutral#4";"拜託了，{plr_kingdom.king}，清醒點。你不能攻擊我們。我們是盟友！"
"Diplomacy.InvalidOffer.War._allies_in_war.Neutral#5";"你迷失了方向，甚至不知道誰是盟友，誰是敵人，你這條瘋狂的毒蛇。拜託，{plr_kingdom.king}，和你的幕僚們談談，熟悉一下情況。"
"Diplomacy.InvalidOffer.War._allies_in_war.Neutral#6";"在你做蠢事之前，{plr_kingdom.king}，容我們提醒你：我們現在是盟友。鑑於如此，你不能向我們宣戰。"
"Diplomacy.InvalidOffer.HelpWithRebels._helper_has_wars.Neutral";"我們目前正硝煙不斷。我們壓根不不關心你的叛軍。"
"Diplomacy.InvalidOffer.HelpWithRebels._helper_has_wars.Neutral#2";"我們會考慮幫忙，但{kingdom:ian}的戰士們正殊死拚搏。我們無法召回他們來幫助你。"
"Diplomacy.InvalidOffer.HelpWithRebels._helper_has_wars.Neutral#3";"讓別人來解決你的小問題吧。現在我們的問題比你的嚴重得多，{plr_kingdom.king}。"
"Diplomacy.InvalidOffer.HelpWithRebels._helper_has_wars.Neutral#4";"要不你先協助我們作戰，然後我們再幫你處理叛軍？"
"Diplomacy.InvalidOffer.HelpWithRebels._helped_has_no_rebellions.Neutral";"當然，{plr_kingdom.king}。好了，你所有臆想出來的叛亂都消失了。記得我們的好意！"
"Diplomacy.InvalidOffer.HelpWithRebels._helped_has_no_rebellions.Neutral#2";"你在說什麼叛亂？據我們所知，{plr_kingdom}並沒有發生任何叛亂。"
"Diplomacy.InvalidOffer.HelpWithRebels._helped_has_no_rebellions.Neutral#3";"你沒有遇到任何叛亂。你需要休息一下，{plr_kingdom.king}。你一定是產生妄想了。"
"Diplomacy.InvalidOffer.HelpWithRebels._helped_has_no_rebellions.Neutral#4";"如果你說的是想像中未來的叛亂，為什麼不等到它們真正出現的時候再和我們討論呢，{plr_kingdom.king}？"
"Diplomacy.InvalidOffer.HelpWithRebels._already_helping_another.Neutral";"我們已經幫忙平息了一場叛亂。你能給我們點喘氣的空間嗎？"
"Diplomacy.InvalidOffer.HelpWithRebels._already_helping_another.Neutral#2";"我們的軍隊已經在對抗叛軍了。目前我們能做的並不多。"
"Diplomacy.InvalidOffer.AskForProtection._no_possible_args.Neutral";"考慮到目前的政治局勢，我們無法從其他王國手中保護你。"
"Diplomacy.InvalidOffer.AskForProtection._no_possible_args.Neutral#2";"看來{plr_kingdom.king}的戰爭中沒有什麼是我們能提供支援的。"
"Diplomacy.InvalidOffer.AskForProtection._invalid_args.Neutral";"看來我們無法再在那場戰爭中為你們提供幫助了。"
"Diplomacy.InvalidOffer.Peace._cant_stop_war.Neutral";"我們不會跟你商討和平！跟我們聯盟的領袖談談。他們可能會聽你絕望的呼號。"
"Diplomacy.InvalidOffer.Peace._cant_stop_war.Neutral#2";"別來向我乞求和平，{plr_kingdom.king}。你和我一樣清楚，你只能和我們聯盟的領袖商量，而非跟{kingdom}。"
"Diplomacy.InvalidOffer.Peace._cant_stop_war.Neutral#3";"我們看重我們的聯盟，{plr_kingdom.king}，因此{kingdom}無法跟你簽署和平條約。去和我們聯盟的領袖商討吧。他們也許會原諒你的罪行。"
"Diplomacy.InvalidOffer.OfferVassalage._new_vassal_is_already_vassal.Neutral";"你們已經是一個附屬國了，{plr_kingdom.king}。我們知道你想成為所有人的附屬國，但老實說這是不可能的。"
"Diplomacy.InvalidOffer.OfferVassalage._new_vassal_is_already_vassal.Neutral#2";"那你現在的君主國呢？我們還沒有聽到你宣佈獨立，好將自己獻給我們。"
"Diplomacy.InvalidOffer.OfferVassalage._new_vassal_is_already_vassal.Neutral#3";"雖然我們很想讓你們做我們的附屬國，但這會讓我們與你現在的君主國產生衝突。"
"Diplomacy.InvalidOffer.OfferVassalage._new_sovereign_is_a_vassal.Neutral";"雖然{plr_kingdom}顯然不及{kingdom}，但是我們無法統治你，因為我們自己也是附屬國。"
"Diplomacy.InvalidOffer.OfferVassalage._new_sovereign_is_a_vassal.Neutral#2";"因為我們沒有自己的主權，所以即便我們想奪走你的主權，也沒法這麼做。給我們提供一些別的東西吧。"
"Diplomacy.InvalidOffer.OfferVassalage._new_sovereign_is_a_vassal.Neutral#3";"我們的君主國絕不會允許我們統治{plr_kingdom}。我們需要從你這裡得到別的東西，一些我們現在就能拿到手的東西。"
"Diplomacy.InvalidOffer.DemandVassalage._new_vassal_is_already_vassal.Neutral";"如果你想成為我們的新君主國，你最好和我們的舊君主商量一下。我相信他們會樂意接受的。"
"Diplomacy.InvalidOffer.DemandVassalage._new_vassal_is_already_vassal.Neutral#2";"我們已經有一個君主國了，對方比你有價值得多。只有他們能決定我們是否要遵守別人的規則。"
"Diplomacy.InvalidOffer.DemandVassalage._new_vassal_is_already_vassal.Neutral#3";"另一個王國已經在統領我們了，我們不會再跟隨其他王國。"
"Diplomacy.InvalidOffer.DemandVassalage._new_sovereign_is_a_vassal.Neutral";"你想成為我們的君主國？{plr_kingdom.king}，你甚至沒有統治{plr_kingdom}，但你卻想統治{kingdom}。你真是個滑稽的傢伙！"
"Diplomacy.InvalidOffer.DemandVassalage._new_sovereign_is_a_vassal.Neutral#2";"哈！先贏得獨立吧，然後再試著統治其他人，你這個奴隸！"
"Diplomacy.InvalidOffer.DemandVassalage._new_sovereign_is_a_vassal.Neutral#3";"附屬國{plr_kingdom.king}也想擁有附屬國。我覺得這既諷刺又可悲。"
"Diplomacy.InvalidOffer.DemandVassalage._new_sovereign_is_a_vassal.Neutral#4";"我們絕對不會同意被一個連主權都沒有的王國統治！"
"Diplomacy.InvalidOffer.DemandAbandonCaliphate._not_a_caliphate.Neutral";"你在說什麼？我們不是哈里發國！"
"Diplomacy.InvalidOffer.DemandAbandonCaliphate._not_a_caliphate.Neutral#2";"大功告成！我們將不再是哈里發國，而更像是天主教會。"
"Diplomacy.InvalidOffer.DemandAbandonCaliphate._not_a_caliphate.Neutral#3";"你看，這種無稽之談就是我們合不來的原因……我不是哈里發，你這個蠢貨。"
"Diplomacy.InvalidOffer.OfferReleasePrisoners._no_possible_args.Neutral";"根本沒有可以被釋放的囚犯。"
"Diplomacy.InvalidOffer.OfferReleasePrisoners._no_possible_args.Neutral#2";"你在說什麼囚犯，{plr_kingdom.king}？根本沒有囚犯。"
"Diplomacy.InvalidOffer.OfferReleasePrisoners._no_possible_args.Neutral#3";"在有重要囚犯需要釋放的情況下，這就說得通了。"
"Diplomacy.InvalidOffer.DemandReleaseVassalage._no_possible_args.Neutral";"但我們沒有附屬國。你想要什麼？！你知道最近世界上發生了什麼嗎？"
"Diplomacy.InvalidOffer.DemandReleaseVassalage._no_possible_args.Neutral#2";"我沒聽說過有附屬國，但我不想爭論，{plr_kingdom.king}。我們所有的附屬國現在都自由了！"
"Diplomacy.InvalidOffer.DemandReleaseVassalage._no_possible_args.Neutral#3";"事實上，如果我們有附屬國，我們本可以討論這個問題。但就目前的情況來看，這似乎是一個不可能的請求。"
"Diplomacy.InvalidOffer.DemandReleaseVassalage._no_possible_args.Neutral#4";"你是故意索要一些我們沒有的東西來延續戰爭嗎？如果是這樣，那就不要浪費我的時間了。"
"Diplomacy.InvalidOffer.DemandReleaseVassalage._invalid_args.Neutral";"解放我們的附屬國已經不可能了，因為在我們交談時，形勢已經急劇惡化。"
"Diplomacy.InvalidOffer.Trade._insufficient_commerce_proposer.Neutral";"你的商人們可真忙，連這次談話他們都遲到了。你怎麼能指望我們相信你有能力與我們進行貿易呢？"
"Diplomacy.InvalidOffer.Trade._insufficient_commerce_proposer.Neutral#2";"我們都知道，{plr_kingdom:ians}已經在與更多的王國進行貿易，你可以適當給予關注。不要浪費我們的時間。"
"Diplomacy.InvalidOffer.Trade._insufficient_commerce_proposer.Neutral#3";"在我們看來，{plr_kingdom}缺乏與其他王國進行適當貿易的商業基礎設施。"
"Diplomacy.InvalidOffer.Trade._insufficient_commerce_proposer.Neutral#4";"也許有一天我們可以進行貿易，{plr_kingdom.king}，也許吧……當你們擁有足夠貿易潛力時再來拜訪我們，你們目前顯然還不夠格。"
"Diplomacy.InvalidOffer.Trade._insufficient_commerce_other.Neutral";"我們現在正忙於與更重要的王國進行貿易。"
"Diplomacy.InvalidOffer.Trade._insufficient_commerce_other.Neutral#2";"目前，我們無法與{plr_kingdom}進行貿易。"
"Diplomacy.InvalidOffer.Trade._insufficient_commerce_other.Neutral#3";"我們所有的商人都非常忙碌，{plr_kingdom.king}。抱歉，我們不能再向其他王國擴充套件貿易了。"
"Diplomacy.InvalidOffer.Trade._insufficient_commerce_other.Neutral#4";"目前，我們已經安排好了所有所需商品的進出口，但我們將考慮在未來與{plr_kingdom}合作。"
"Diplomacy.InvalidOffer.Trade._insufficient_commerce_other.Neutral#5";"你沒看到我們的商人有多忙嗎？他們正和真正重要的貿易夥伴進行貿易？我們騰不出時間給你。"
"Diplomacy.InvalidOffer.Trade._insufficient_commerce_other.Neutral#6";"我們計劃改進自己的貿易機構，這樣就能和更多外國商人合作了。但是，在完成之前，我們沒有能力與任何人進行貿易。"
"Diplomacy.InvalidOffer.AskForCrusade._excommunicated.Neutral";"你尚未得到赦免，怎麼敢來和我們說話？"
"Diplomacy.InvalidOffer.AskForCrusade._excommunicated.Neutral#2";"在請求別人幫忙之前，你得先祈求自己獲得寬恕！"
"Diplomacy.InvalidOffer.AskForCrusade._excommunicated.Neutral#3";"懺悔吧，你這個罪人！你離獲得救贖還有很長的路要走！"
"Diplomacy.InvalidOffer.AskForCrusade._not_enough_relationship.Neutral";"當你證明自己確實是一個效忠於羅馬教廷的虔誠王國時再回來。"
"Diplomacy.InvalidOffer.AskForCrusade._not_enough_relationship.Neutral#2";"我們不習慣與那些尚未證明自己忠誠的人討論教會事務。"
"Diplomacy.InvalidOffer.AskForCrusade._no_possible_args.Neutral";"我們看到你與基督沒有共同的敵人。我們都不清楚你說的是什麼十字軍東征。"
"Diplomacy.InvalidOffer.AskForCrusade._no_possible_args.Neutral#2";"如果你有居心不良的敵人，我們還能討論一下，我的孩子。至於現在，你的請求毫無意義。"
"Diplomacy.InvalidOffer.AskForCrusade._no_possible_args.Neutral#3";"天主教世界只能對抗基督的敵人，而你並沒有和他們中的任何一個開戰，所以你為什麼要提出關於十字軍東征的問題呢？"
"Diplomacy.InvalidOffer.AskForCrusade._invalid_args.Neutral";"看來上帝另有安排，我們所說的十字軍東征無法再發生了，因為事情發生了出乎意料的變化。"
"Diplomacy.InvalidOffer.AskForCrusade._active_crusade.Neutral";"我的孩子，已經有一場十字軍東征正如火如荼。你難道沒有聽說嗎？你應該幫助他們，而不是忙自己的事！"
"Diplomacy.InvalidOffer.AskForCrusade._active_crusade.Neutral#2";"因為上帝的軍隊已在前進，我們不能再發動另一場十字軍東徵了。"
"Diplomacy.InvalidOffer.AskForCrusade._active_crusade.Neutral#3";"現在，我們必須把注意力集中在已向基督的敵人發起的十字軍東征上。盡你所能支援他們。"
"Diplomacy.InvalidOffer.AskForCrusade._no_possible_leaders.Neutral";"天主教世界正處於危機之中，{plr_kingdom.king}。我們沒有可派去率領十字軍東征的將領。"
"Diplomacy.InvalidOffer.AskForCrusade._no_possible_leaders.Neutral#2";"過去那樣的偉大領袖已不復存在，{plr_kingdom.king}。沒有合適的元帥來率領十字軍東征。"
"Diplomacy.InvalidOffer.AskForCrusade._active_lead_offer.Neutral";"我們已經在協商十字軍東徵了，現在還無法討論下一場。"
"Diplomacy.InvalidOffer.AskForCrusade._active_lead_offer.Neutral#2";"一場新的十字軍東征即將開始，如果一切按計劃進行，我們已有一項要交予上帝軍隊的任務。"
"Diplomacy.InvalidOffer.AskForCrusade._active_lead_offer.Neutral#3";"這項資訊必須保密，但你得知道：就在我們說話時，一場十字軍東征正在籌備中。關於這件事，我們無法透露更多。"
"Diplomacy.InvalidOffer.AskForExcommunication._excommunicated.Neutral";"你尚未得到赦免，怎麼敢來和我們說話？"
"Diplomacy.InvalidOffer.AskForExcommunication._excommunicated.Neutral#2";"在請求別人幫忙之前，你得先祈求自己獲得寬恕！"
"Diplomacy.InvalidOffer.AskForExcommunication._excommunicated.Neutral#3";"懺悔吧，你這個罪人！你離獲得救贖還有很長的路要走！"
"Diplomacy.InvalidOffer.AskForExcommunication._not_enough_relationship.Neutral";"當你證明自己確實是一個效忠於羅馬教廷的虔誠王國時再回來。"
"Diplomacy.InvalidOffer.AskForExcommunication._not_enough_relationship.Neutral#2";"我們不習慣與那些尚未證明自己忠誠的人討論教會事務。"
"Diplomacy.InvalidOffer.AskForExcommunication._no_possible_args.Neutral";"沒有一個天主教王國應該受到譴責。"
"Diplomacy.InvalidOffer.AskForExcommunication._no_possible_args.Neutral#2";"沒有羔羊偏離了正道，我的孩子。"
"Diplomacy.InvalidOffer.AskForExcommunication._invalid_args.Neutral";"似乎上帝自有其他安排：我們無法再將{offer.arg0}逐出教會，因為事情發生了意想不到的變化。"
"Diplomacy.InvalidOffer.AskForExcommunication._cooldown.Neutral";"你可能聽說了，我們最近將另一個王國逐出了教會。我們無法這麼輕易地再放棄一個。"
"Diplomacy.InvalidOffer.AskForExcommunication._cooldown.Neutral#2";"鑑於另一隻羔羊最近已然迷途，這麼快就再驅逐一個會被視為天主教世界的軟弱。"
"Diplomacy.InvalidOffer.AskForExcommunication._cooldown.Neutral#3";"鑑於另一個王國最近已被逐出教會，我們必須對剩下的更為寬容。我們不希望基督教世界陷入混亂。"
"Diplomacy.rel_declare_war.Direct.Decline.Peace.Neutral";"你挑起的。將由我們來結束！"
"Diplomacy.rel_declare_war.Direct.Decline.Peace.Neutral#2";"所以，你重新考慮過了嗎？你不想再和我們開戰了？好吧，你想開得太晚了，{plr_kingdom.king}。"
"Diplomacy.rel_declare_war.Direct.Decline.Peace.Neutral#3";"這場戰爭由你挑起，你眼看要輸了，就想要求和？做夢去吧！"
"Diplomacy.rel_declare_war.Direct.Decline.Peace.Neutral#4";"你準備給我們什麼來換取和平，你關於友誼的承諾？它一文不值：我們知道，除非我們粉碎你，否則你只會再次攻擊我們！"
"Diplomacy.rel_declare_war.Direct.Decline.Peace.Strong";"做夢吧！你必須為你的錯誤付出代價。"
"Diplomacy.rel_declare_war.Direct.Decline.Peace.Strong#2";"蠢貨！你向{kingdom}宣戰，然後現在卻來乞求和平？太晚了。"
"Diplomacy.rel_declare_war.Direct.Decline.Peace.Strong#3";"與{kingdom}的強大相比，{plr_kingdom}簡直微如塵土。塵土！激怒了我們，你就要承擔後果。"
